age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,is_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,start,end,event,race,0,1,2,3,4,5,6,7,8,9,10,11,12,13
51,0,3,0,0,5,-1,4984,0,0,3,3,5,0,974,0,Non-White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
57,0,1,0,0,2,-11,11,0,0,1,1,2,0,36,0,White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
55,0,1,0,0,0,-1,1,0,0,1,1,0,0,844,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42,0,1,0,0,0,0,0,0,0,1,1,0,0,738,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,0,4,0,0,0,-1,1,0,0,4,5,0,28,1077,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24,0,4,0,0,0,0,0,0,0,4,4,0,0,940,0,Non-White,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42,0,4,0,0,1,0,1,0,0,4,2,1,1,957,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,0,6,0,0,1,-1,1,0,0,6,6,1,7,1042,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
58,0,1,0,0,0,0,1,0,0,1,1,0,0,911,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
46,0,9,0,0,2,-1,1,0,0,9,4,2,0,259,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35,0,5,0,0,4,-1,1,0,0,5,6,4,29,1170,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42,0,5,0,0,2,-1,1,0,0,5,4,2,0,864,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32,0,4,0,1,8,-1,1,0,0,4,2,8,3,60,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,6,0,0,5,-1,1,1,0,6,4,5,2,877,1,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
33,0,1,0,0,1,-1,1,0,0,1,2,1,1,1066,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,4,0,0,4,-1,1,0,0,4,4,4,325,1177,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33,0,1,0,0,0,-1,1,0,0,1,1,0,0,743,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,0,5,0,0,1,-1,1,0,0,5,9,1,0,840,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56,0,1,0,0,1,-22,22,0,0,1,1,1,0,877,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
38,0,3,0,0,0,-1,1,1,1,3,1,0,2,580,1,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,0,1,0,0,4,-1,1,0,0,1,1,4,0,1119,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28,0,4,0,1,4,-1,1,0,0,4,3,4,0,47,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
51,0,1,0,0,0,-1,1,0,0,1,1,0,0,1169,0,Non-White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35,0,2,0,0,2,-1,1,0,0,2,2,2,1,928,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
61,0,2,0,0,5,-13,13,0,0,2,1,5,0,157,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,3,0,0,0,0,0,0,0,3,4,0,1,758,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26,0,5,0,0,0,0,1,1,0,5,4,0,0,1133,1,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
42,0,1,0,0,1,-1,1,0,0,1,1,1,2,789,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,4,0,0,1,-10,10,0,0,4,4,1,0,688,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,7,0,0,9,-1,1,0,0,7,3,9,0,823,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35,0,2,0,1,1,-1,1,0,0,2,1,1,0,1038,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,0,1,0,0,0,-1,1,0,0,1,1,0,115,1158,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33,0,2,0,0,1,-1,1,0,0,2,2,1,0,963,0,White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,0,2,0,1,3,-1,1,1,0,2,2,3,0,742,1,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
50,0,4,0,0,7,-1,1,0,0,4,1,7,0,841,0,Non-White,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,0,5,0,0,0,-1,1,0,0,5,7,0,49,298,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23,0,4,0,0,0,-1,1,0,0,4,4,0,0,1083,0,Non-White,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,6,0,0,1,0,0,0,0,6,6,1,2,792,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24,0,5,0,0,1,-1,1,0,0,5,4,1,0,955,0,White,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
60,0,1,0,0,0,-1,1,1,0,1,1,0,1,812,1,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,0,2,0,0,2,-1,1,0,0,2,3,2,0,705,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32,0,1,0,0,0,-1,1,0,0,1,1,0,0,1067,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
46,0,1,0,0,0,0,1,0,0,1,1,0,0,735,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,0,4,0,1,0,-1,1,1,1,4,5,0,0,380,1,White,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
35,0,8,0,0,0,-1,1,1,0,8,2,0,0,955,1,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
28,0,4,0,0,2,0,0,1,0,4,3,2,3,618,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
46,0,4,0,1,2,-1,1,1,0,4,1,2,2,753,1,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
56,0,2,0,0,1,-1,1,0,0,2,1,1,0,884,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,0,4,0,0,1,-1,1,1,1,4,6,1,0,212,1,Non-White,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
33,0,1,0,0,0,-1,1,0,0,1,1,0,0,774,0,White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48,0,8,0,0,2,-1,1,1,1,8,5,2,3,183,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25,0,7,0,0,0,-1,1,0,0,7,5,0,0,193,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37,0,3,0,0,0,-1,1,1,1,3,2,0,2,481,1,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43,0,8,0,0,7,-21,21,0,0,8,4,7,0,842,0,White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32,0,3,0,0,0,0,1,0,0,3,2,0,1,53,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33,0,7,0,0,3,-1,1,0,0,7,2,3,0,51,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
49,0,1,0,0,4,-11,16,0,0,1,2,4,0,910,0,White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,0,4,0,0,0,-1,1,0,0,4,5,0,18,1172,0,White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
26,0,9,0,0,1,0,1,0,0,9,8,1,0,224,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42,0,2,0,0,0,-1,1,0,0,2,1,0,1,830,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
36,0,1,0,0,0,0,0,0,0,1,1,0,0,1158,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29,0,7,0,1,7,-1,1,1,1,7,6,7,27,142,1,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39,0,3,0,0,0,0,0,0,0,3,3,0,18,935,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
53,0,1,0,0,0,-1,1,0,0,1,1,0,0,851,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,0,5,0,0,0,-1,1,1,1,5,8,0,5,96,1,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,0,5,0,0,4,-1,1,0,0,5,2,4,0,895,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
22,0,8,0,2,5,-2,2,1,1,8,6,5,3,6,1,White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22,0,7,0,2,0,-1,1,1,1,7,6,0,2,92,0,White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25,0,5,0,0,2,-1,1,0,0,5,3,2,26,1184,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
51,0,1,0,0,2,-1,1,0,0,1,1,2,0,1136,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,0,3,0,1,0,0,1,0,0,3,5,0,0,1175,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
37,0,4,0,0,4,0,0,0,0,4,2,4,93,948,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,0,1,0,0,0,-3,3,0,0,1,1,0,0,1068,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,0,2,0,0,0,-1,1,0,0,2,2,0,0,1165,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,0,6,0,0,0,-1,1,0,0,6,6,0,4,97,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35,0,1,0,0,1,0,0,1,1,1,1,1,1,67,1,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,0,8,0,0,0,-1,1,0,0,8,5,0,36,110,0,White,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
49,0,1,0,0,2,-1,1,0,0,1,1,2,0,215,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
38,0,6,0,0,9,-5,4,0,0,6,8,9,0,232,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
61,0,1,0,0,0,-1,1,0,0,1,1,0,0,996,0,Non-White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,0,2,0,0,0,0,0,0,0,2,2,0,0,810,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22,0,6,0,0,3,-1,1,1,1,6,5,3,127,881,1,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
52,0,1,0,0,0,-1,1,0,0,1,1,0,0,867,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26,0,2,0,0,0,-1,1,0,0,2,3,0,0,739,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
26,0,4,0,0,0,-1,1,0,0,4,2,0,0,748,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29,0,8,0,0,4,-1,2,1,1,8,9,4,79,657,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
26,0,5,0,0,2,-1,1,0,0,5,6,2,0,1147,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46,0,4,0,0,4,-1,0,0,0,4,3,4,0,815,0,Non-White,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
46,0,1,0,0,0,-1,1,0,0,1,1,0,0,741,0,Non-White,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29,0,10,0,0,12,-1,1,1,1,10,7,12,5,38,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
41,0,1,0,0,0,0,1,0,0,1,1,0,0,850,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,7,0,0,5,-1,1,0,0,7,3,5,0,35,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23,1,7,0,0,2,-1,1,0,0,7,5,2,17,753,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30,0,3,0,0,0,-1,1,0,0,3,2,0,0,863,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,0,6,0,0,1,-1,1,0,0,6,4,1,2,1071,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
52,0,1,0,0,2,-1,1,0,0,1,1,2,1,843,0,White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
51,0,2,0,0,4,-26,26,1,0,2,2,4,0,779,1,Non-White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
49,0,1,0,0,1,-1,1,0,0,1,1,1,0,934,0,White,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
47,0,1,0,0,0,0,0,0,0,1,1,0,0,1069,0,White,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,0,2,0,0,0,0,0,0,0,2,3,0,1,972,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,0,6,0,0,0,-2,2,0,0,6,6,0,0,1016,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30,0,4,0,0,3,-1,1,1,1,4,4,3,11,148,1,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
70,0,1,0,0,0,-1,1,0,0,1,1,0,0,782,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
38,0,6,0,0,15,0,1,0,0,6,5,15,55,594,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,0,4,0,0,0,0,1,0,0,4,2,0,0,1115,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
38,0,4,0,0,3,-21,21,0,0,4,1,3,0,904,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,0,3,0,0,0,-4,4,0,0,3,2,0,0,991,0,White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
44,0,1,0,0,0,0,0,0,0,1,1,0,0,1176,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,5,0,0,6,-1,1,0,0,5,5,6,0,1161,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30,0,2,0,0,0,-1,1,0,0,2,2,0,0,912,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,0,2,0,0,3,-1,1,0,0,2,1,3,0,1140,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33,0,3,0,0,1,0,1,0,0,3,2,1,1,1118,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,3,1,0,1,0,0,0,0,3,5,1,1,109,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
61,0,1,0,0,1,-1,1,0,0,1,1,1,0,1174,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,0,4,0,0,2,-1,1,0,0,4,3,2,0,939,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
62,0,1,0,0,0,-1,1,0,0,1,1,0,1,909,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48,0,6,0,0,9,-1,1,0,0,6,1,9,0,549,0,White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,0,2,0,0,0,-1,1,0,0,2,1,0,0,828,0,White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,0,4,0,0,0,-1,1,0,0,4,5,0,2,836,0,White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
63,0,1,0,0,0,0,1,0,0,1,1,0,0,1144,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33,0,10,0,0,4,-1,1,0,0,10,9,4,0,868,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
51,0,1,0,0,1,-17,17,0,0,1,1,1,0,889,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
39,0,1,0,0,3,-1,1,1,1,1,1,3,0,673,1,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22,0,6,0,0,0,-2,2,0,0,6,5,0,0,65,0,Non-White,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
59,0,1,0,0,0,-1,1,0,0,1,1,0,0,1134,0,White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
38,0,7,5,0,37,-1,1,1,1,7,2,37,30,138,1,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23,0,6,0,0,2,0,1,0,0,6,5,2,238,1052,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38,0,7,0,0,2,0,0,1,1,7,3,2,193,292,1,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,0,3,0,0,2,-1,1,0,0,3,2,2,0,1161,0,White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,1,0,0,1,-14,15,0,0,1,2,1,0,878,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43,0,4,0,0,0,-1,1,0,0,4,1,0,0,734,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,0,1,0,0,1,-1,1,0,0,1,1,1,1,752,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22,0,3,0,1,0,-1,1,0,0,3,5,0,0,953,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40,0,1,0,0,0,-1,1,0,0,1,1,0,0,838,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45,0,4,0,0,1,-1,1,0,0,4,2,1,5,914,0,Non-White,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,0,8,1,2,1,-1,1,0,0,8,9,1,12,631,0,White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
35,0,5,0,0,6,-10,10,1,1,5,4,6,0,101,1,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
52,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,Non-White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48,0,1,0,0,0,0,0,0,0,1,1,0,0,471,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48,0,1,0,0,0,-1,1,0,0,1,1,0,0,1119,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
47,0,5,0,0,0,-1,1,0,0,5,3,0,2,775,0,Non-White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35,3,10,0,0,13,-1,1,0,0,10,5,13,0,392,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
52,0,1,0,0,2,-5,5,0,0,1,1,2,0,1005,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21,0,8,0,0,0,-1,1,1,1,8,9,0,8,65,1,White,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
53,0,1,0,0,1,-2,3,0,0,1,1,1,0,781,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22,0,6,0,0,0,-1,1,0,0,6,8,0,2,812,0,Non-White,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
45,0,3,0,0,1,-1,1,0,0,3,1,1,2,697,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,0,2,0,0,0,-1,1,0,0,2,2,0,0,813,0,White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,2,0,0,0,-1,1,0,0,2,3,0,0,69,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
