grade,preschool,expectBachelors,motherHS,motherBachelors,motherWork,fatherHS,fatherBachelors,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore,gender,0,1,2,3,4,5,6
10,1,1,1,0,0,1,0,1,1,1,1,1,0,0,630,30,1,1,0,432,477.61,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,1,1,1,1,1,1,0,1,1,1,1,1,0,70,32,1,1,0,1101,292.1,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,1,0,0,1,0,0,0,0,0,1,1,0,450,20,1,1,0,2569,411.56,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,0,1,0,0,1,0,1,1,1,1,1,1,0,240,17,1,1,0,247,546.15,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,1,0,1,1,0,160,10,1,1,1,1900,581.98,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,20,1,1,0,636,423.89,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,0,0,1,0,0,1,1,0,0,0,1,0,280,25,1,1,1,2144,512.32,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,0,285,20,1,0,1,570,613.49,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,1,1,0,1,1,0,1,1,1,270,28,1,1,0,196,641.7,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,1,1,0,0,0,0,1,1,1,1,1,0,1,200,25,1,1,0,1250,543.34,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,0,0,0,0,0,1,1,0,0,0,1,1,290,38,1,1,0,1347,431.1,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,0,1,1,0,1,0,0,1,1,1,1,0,0,72,10,1,1,1,3138,415.45,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,0,0,1,0,0,1,0,1,1,1,1,1,1,0,225,25,1,1,0,1250,352.63,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,240,24,0,1,1,1400,506.95,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,28,1,1,1,2080,634.57,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,75,24,1,1,1,3261,509.75,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1540,20,1,1,1,1723,424.19,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,450,24,1,1,0,930,448.98,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,1,1,1,1,1,1,1,0,300,33,1,1,0,2340,488.54,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,105,19,1,1,0,196,426.94,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,0,0,0,0,0,1,1,0,0,0,0,0,90,30,1,1,0,2569,414.98,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,1,0,1,0,0,0,0,1,0,0,0,0,1,0,50,14,1,1,0,3004,444.29,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,0,1,0,0,1,1,1,1,1,1,1,1,0,275,20,1,1,1,1276,381.81,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,21,1,1,0,507,633.28,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,0,0,1,1,0,1,1,0,0,0,1,0,150,18,1,1,1,1720,417.4,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,0,0,1,1,0,0,1,0,0,0,1,0,360,28,1,1,1,1400,555.82,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,0,1,1,0,1,1,1,1,1,0,0,1,1,1,265,30,1,1,1,2085,442.97,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,1,1,0,0,1,1,1,0,280,22,1,1,0,227,508.48,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,0,1,1,1,1,1,0,50,20,1,1,1,1276,611.35,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,240,22,1,1,0,1380,427.37,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,0,1,0,1,1,1,1,1,1,0,250,30,1,1,0,505,476.14,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,1,1,0,1,1,0,0,1,1,0,60,30,1,1,1,3261,564.96,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,0,0,1,0,1,1,0,1,1,1,1,1,1,0,600,28,1,1,0,1079,296.03,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,28,1,1,0,1610,574.33,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,30,1,1,0,276,412.2,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1200,27,1,1,0,361,387.41,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,0,250,40,1,1,1,2085,465.74,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,0,1,0,1,1,0,1,1,1,1,1,1,0,300,20,1,1,0,1489,476.16,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,0,0,1,1,0,1,1,0,0,1,1,0,195,29,1,0,1,570,550.96,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,26,1,1,0,1750,461.57,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,0,1,0,1,1,1,1,1,1,0,225,25,1,1,0,612,546.15,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,1,300,32,1,1,1,2255,627.56,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,450,30,1,1,0,1750,538.69,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,0,1526,627.2,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,0,1,1,1,1,1,0,300,30,1,1,0,898,535.17,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,0,1,0,1,1,0,1,1,0,0,1,1,0,225,25,1,1,1,1062,531.99,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,0,1,0,1,1,1,1,1,1,0,450,25,1,1,0,432,474.32,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,1,1,0,1,1,0,1,0,0,0,1,1,0,240,30,1,1,1,989,459.57,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,0,0,0,1,0,1,1,0,0,0,1,0,235,10,1,1,1,3000,466.3,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,390,30,1,1,0,2402,408.66,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,1,0,1,1,0,204,39,1,1,1,2942,534.85,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,0,1,0,1,0,0,0,1,1,0,275,22,1,1,0,2340,614.85,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,0,1,0,1,1,0,1,1,1,1,1,1,0,250,20,1,1,0,1375,501.58,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,90,35,1,1,1,3000,396.94,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,0,1,0,1,1,0,1,1,1,1,20,2,0,1,0,889,455.08,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,0,0,1,0,0,0,1,1,1,225,13,1,1,0,316,541.9,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,1,1,1,1,0,0,1,1,1,0,1,1,0,550,26,1,1,0,3004,474.48,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,1,0,0,1,0,1,1,1,1,1,0,0,450,25,1,1,0,432,589.19,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,0,1,1,1,1,1,1,1,1,1,240,20,1,0,1,575,600.39,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,0,0,0,0,0,1,1,0,0,0,1,0,270,30,1,1,1,2942,586.49,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,0,0,0,0,0,1,1,0,0,0,1,1,225,30,1,1,1,1574,542.4,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,1,0,0,0,1,1,1,1,1,1,0,280,29,1,1,1,1046,553.12,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,0,0,0,1,0,290,20,1,1,1,3261,548.75,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,25,1,1,0,1064,712.1,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,1,1,0,0,1,1,1,1,1,0,225,30,1,1,1,1988,471.03,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,0,1,1,0,0,1,1,1,630,28,1,1,0,899,448.58,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,1,1,0,0,0,1,0,350,30,1,1,0,712,465.5,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,0,1,1,1,1,1,0,300,32,1,1,0,2340,660.37,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,0,1,1,1,1,1,0,225,30,1,1,0,1680,536.93,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,0,0,0,1,1,0,275,20,1,1,0,1526,535.96,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,25,1,1,1,1998,572.98,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,0,1,1,1,1,1,1,1,1,1,1,225,24,1,1,0,276,548.36,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,290,30,1,1,1,1046,425.62,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,0,1,1,0,0,1,0,0,0,0,0,0,1,0,275,27,1,1,1,2149,425.14,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,475,20,1,1,0,930,581.32,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,14,0,0,1,366,592.57,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,1,1,1,1,1,1,1,1,1,1,0,172,17,1,1,0,509,592.33,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,0,0,0,0,1,1,1,1,1,0,225,24,1,1,0,2748,436.66,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,0,1,0,1,1,1,1,1,1,1,500,35,1,1,1,2255,532.39,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,0,275,30,1,1,0,1848,530.08,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,0,1,0,1,1,1,1,1,1,0,200,28,1,1,0,846,475.27,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,225,20,1,1,0,347,550.5,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,1,1,0,1,1,1,1,1,1,0,315,50,1,1,0,347,537.0,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,0,1,0,1,1,1,1,1,1,0,300,35,1,1,1,3138,499.34,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,1,0,1,1,1,0,0,0,1,1,1,1,1,0,160,21,1,0,1,1212,486.83,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,30,1,1,0,926,607.0,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,275,40,1,1,0,1692,542.22,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,0,1,1,1,1,1,0,225,20,0,0,1,366,507.52,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,1,0,1,0,1,1,1,1,1,1,1,250,20,1,1,1,2004,582.51,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,0,280,20,1,1,0,227,623.43,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,0,1,0,0,1,0,1,1,1,1,1,0,0,30,16,1,1,0,300,396.64,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,1,1,1,1,1,1,0,1,1,1,1,1,1,0,245,32,1,1,0,149,476.8,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,0,0,1,1,0,0,1,1,1,195,30,1,1,0,996,441.53,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,0,1,1,0,1,1,0,0,1,1,1,45,20,1,1,1,673,529.29,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,245,25,1,1,0,3009,571.0,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,22,1,1,1,1411,510.07,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0,1,1,1,0,1,0,1,1,0,0,1,1,1,261,30,1,1,1,2966,574.65,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,0,0,0,0,1,0,0,0,1,1,1,1,1,0,400,25,1,1,1,1062,471.91,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,160,20,1,1,1,1900,610.04,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,0,1,0,0,1,1,1,1,1,0,300,26,1,1,0,1913,475.36,M,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,13,1,0,1,915,667.2,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,360,25,1,1,0,2361,580.22,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,0,1,0,1,1,0,1,1,0,0,1,1,0,265,20,1,1,0,2878,449.07,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,0,1,0,1,0,0,0,1,1,0,80,20,1,1,1,3000,526.43,M,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,0,0,250,25,1,1,0,507,649.97,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,0,270,30,1,1,1,2085,617.39,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,22,1,1,0,362,683.72,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,0,1,0,1,0,0,0,1,1,0,300,20,1,1,1,2162,514.99,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,0,1,1,1,0,300,27,1,1,0,2000,444.85,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,0,1,1,1,1,0,0,250,22,1,1,1,1276,532.23,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,1,1,0,1,1,1,1,1,1,0,270,35,1,1,1,2966,560.67,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,0,1,1,1,0,275,20,1,1,0,929,582.22,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,180,20,1,1,0,887,565.51,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,25,1,1,1,1392,482.26,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0,0,1,1,0,1,1,1,0,0,0,0,1,0,225,25,1,1,1,3000,487.15,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,360,25,0,1,0,929,557.41,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,1,240,30,1,1,1,1202,501.82,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,0,0,450,24,1,1,0,1387,417.4,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,1,1,1,0,0,1,1,1,0,0,0,1,1,0,225,25,1,1,0,2878,563.21,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,0,1,0,0,1,1,1,1,1,1,275,28,1,1,1,2149,554.71,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,10,1,0,1,366,656.3,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,0,0,1064,613.73,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,250,25,1,1,0,868,423.81,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,230,23,1,1,0,1380,497.83,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,261,581.98,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,0,1,1,1,1,1,1,1,1,0,300,10,1,1,0,316,369.54,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12,1,1,1,1,1,1,0,1,0,0,0,1,1,0,200,25,1,1,1,2203,562.26,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,20,1,1,1,1276,497.81,M,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,25,1,1,0,1812,471.51,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,0,0,1,0,0,1,1,0,0,0,1,0,450,30,1,1,0,1327,357.68,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,25,1,1,0,1913,547.08,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,1,1,1,1,0,1,0,0,1,1,1,180,20,1,0,1,570,587.92,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,1,1,0,0,1,1,1,1,1,1,1,39,20,1,1,1,2640,557.37,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,1,1,0,0,1,1,1,0,1,1,1,225,36,1,1,1,3164,471.27,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,0,1,0,1,1,1,1,1,1,0,200,25,1,1,0,996,573.65,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,1,0,0,0,0,0,1,1,0,0,0,1,1,360,30,1,1,1,2886,655.02,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,1,0,1,1,1,1,0,1,1,1,1,1,1,0,300,22,1,1,0,421,432.87,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,55,35,1,1,1,1988,420.85,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,31,0,1,0,2340,629.38,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,0,0,1,0,0,1,1,1,1,1,0,450,27,1,1,0,987,521.82,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,0,0,1,1,0,1,1,1,1,1,1,0,360,5,1,1,0,389,411.47,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,1,0,1,1,0,1,1,0,0,1,1,0,200,30,1,1,1,3164,449.87,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,27,1,1,1,1392,472.73,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,220,22,1,1,0,846,483.22,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,210,25,1,1,0,632,740.47,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,176,20,1,1,1,1900,594.33,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,1,1,1,1,0,1,1,1,0,240,30,1,0,1,575,558.21,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,1,1,1,0,1,1,1,1,1,1,0,350,25,1,0,1,308,507.27,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,0,0,1,1,0,200,20,1,0,1,398,433.92,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,240,15,1,1,0,1380,499.65,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,0,1,0,1,1,1,1,1,1,1,275,20,0,1,1,502,559.8,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,0,1,1,1,1,0,1,1,1,1,1,1,0,300,38,1,1,1,3138,548.36,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,1,0,0,1,0,0,1,1,1,1,1,0,230,25,1,1,0,1380,503.63,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,13,1,1,1,1900,581.98,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,275,10,1,1,0,227,449.47,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,0,1,0,1,1,0,0,1,1,1,1,0,0,250,20,1,1,0,1375,372.51,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,15,1,1,0,421,408.86,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,0,0,0,1,0,0,0,1,0,0,0,0,1,630,28,1,1,1,1720,581.8,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,27,1,1,0,632,589.59,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,1327,452.03,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,0,0,1,0,0,0,1,0,0,0,1,0,290,22,1,1,0,1347,510.46,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,0,1,1,1,1,1,1,1,1,1,1,1,1,0,40,15,1,1,0,632,658.78,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,0,0,1,1,1,500,26,1,0,1,308,633.2,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,0,1,1,0,0,1,1,1,1,1,1,1,1,0,235,25,1,1,0,1828,541.34,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,1,1,0,0,1,0,1,1,1,1,1,1,0,332,12,1,1,0,1317,429.99,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,35,1,1,0,1900,526.35,F,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,1,1,1,1,1,1,0,1,1,1,0,1,1,1,360,20,1,1,0,987,611.03,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,0,0,1,1,0,250,20,1,1,0,1526,649.56,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,1,1,1,0,1,1,0,1,1,0,0,0,1,1,245,30,1,1,1,1095,512.37,F,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,1,1,0,0,1,1,0,1,1,1,1,1,1,1,385,35,1,1,0,507,428.0,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,0,0,0,1,1,1,1,1,0,245,38,1,1,1,1095,608.02,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,0,1,1,1,1,1,1,1,1,0,300,33,1,1,1,3138,613.25,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,0,898,506.57,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,0,1,1,0,1,1,1,1,264,30,1,1,0,1680,635.5,F,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1,1,1,0,1,1,0,1,1,1,1,1,1,0,180,18,1,1,0,1380,496.48,F,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,1,0,1848,528.19,M,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,60,1,0,1,1212,617.82,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,18,1,1,0,850,659.1,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,35,1,1,1,2080,482.82,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,632,634.41,M,0.0,0.0,0.0,0.0,0.0,0.0,1.0
