id,cluster_id,protected_attribute
1681,2,White
1682,1,Non-White
1683,6,White
1684,4,Non-White
1685,1,Non-White
1686,1,Non-White
1687,4,Non-White
1688,2,Non-White
1689,1,White
1690,1,White
1691,1,Non-White
1692,6,Non-White
1693,1,Non-White
1694,2,White
1695,4,Non-White
1696,5,White
1697,6,Non-White
1698,4,Non-White
1699,1,Non-White
1700,1,White
1701,1,Non-White
1702,1,Non-White
1703,2,Non-White
1704,4,Non-White
1705,4,Non-White
1706,6,White
1707,4,Non-White
1708,4,White
1709,4,White
1710,4,Non-White
1711,1,Non-White
1712,1,Non-White
1713,4,Non-White
1714,2,Non-White
1715,2,White
1716,1,Non-White
1717,6,Non-White
1718,4,White
1719,4,Non-White
1720,2,Non-White
1721,2,White
1722,1,White
1723,2,Non-White
1724,2,Non-White
1725,4,White
1726,2,Non-White
1727,1,Non-White
1728,1,White
1729,4,White
1730,4,Non-White
1731,4,Non-White
1732,2,White
1733,4,Non-White
1734,1,White
1735,6,Non-White
1736,1,Non-White
1737,4,White
1738,1,Non-White
1739,1,White
1740,4,White
1741,6,Non-White
1742,4,Non-White
1743,1,White
1744,4,Non-White
1745,1,White
1746,1,Non-White
1747,4,Non-White
1748,4,White
1749,1,White
1750,1,Non-White
1751,1,Non-White
1752,4,Non-White
1753,1,White
1754,2,Non-White
1755,2,Non-White
1756,1,White
1757,1,White
1758,1,White
1759,1,Non-White
1760,2,Non-White
1761,4,Non-White
1762,2,Non-White
1763,1,Non-White
1764,1,Non-White
1765,1,Non-White
1766,1,White
1767,2,White
1768,2,Non-White
1769,4,White
1770,1,White
1771,4,White
1772,6,White
1773,4,Non-White
1774,1,Non-White
1775,4,White
1776,1,White
1777,4,Non-White
1778,4,Non-White
1779,1,Non-White
1780,2,Non-White
1781,2,White
1782,2,Non-White
1783,6,Non-White
1784,2,White
1785,4,White
1786,2,Non-White
1787,2,Non-White
1788,4,Non-White
1789,1,White
1790,4,White
1791,6,White
1792,6,Non-White
1793,2,Non-White
1794,4,White
1795,2,Non-White
1796,1,White
1797,2,Non-White
1798,4,Non-White
1799,1,White
1800,1,Non-White
1801,2,Non-White
1802,2,Non-White
1803,6,Non-White
1804,4,Non-White
1805,1,White
1806,1,Non-White
1807,2,Non-White
1808,1,White
1809,2,Non-White
1810,2,White
1811,1,Non-White
1812,2,Non-White
1813,4,Non-White
1814,1,Non-White
1815,4,Non-White
1816,4,Non-White
1817,2,Non-White
1818,4,Non-White
1819,1,Non-White
1820,4,Non-White
1821,2,Non-White
1822,1,Non-White
1823,4,White
1824,1,Non-White
1825,6,Non-White
1826,2,White
1827,1,Non-White
1828,4,White
1829,1,Non-White
1830,4,Non-White
1831,2,Non-White
1832,1,Non-White
1833,4,White
1834,1,White
1835,1,Non-White
1836,1,Non-White
1837,2,Non-White
1838,6,Non-White
1839,1,Non-White
1840,1,Non-White
1841,1,Non-White
1842,6,Non-White
1843,1,White
1844,1,White
1845,1,Non-White
1846,4,White
1847,1,White
1848,4,White
1849,1,White
1850,2,Non-White
1851,4,White
1852,1,Non-White
1853,6,Non-White
1854,2,White
1855,1,Non-White
1856,4,White
1857,1,White
1858,2,Non-White
1859,6,White
1860,2,White
1861,1,Non-White
1862,4,Non-White
1863,4,White
1864,1,Non-White
1865,4,White
1866,1,White
1867,1,Non-White
1868,1,Non-White
1869,6,White
1870,2,Non-White
1871,2,Non-White
1872,1,White
1873,2,Non-White
1874,6,Non-White
1875,4,Non-White
1876,2,White
1877,6,White
1878,4,Non-White
1879,1,Non-White
1880,1,Non-White
1881,1,Non-White
1882,4,White
1883,5,Non-White
1884,4,Non-White
1885,1,Non-White
1886,2,Non-White
1887,1,Non-White
1888,1,White
1889,4,Non-White
1890,1,Non-White
1891,4,Non-White
1892,6,Non-White
1893,1,White
1894,1,Non-White
1895,1,White
1896,2,Non-White
1897,4,Non-White
1898,1,Non-White
1899,4,White
1900,1,White
1901,2,White
1902,2,Non-White
1903,1,Non-White
1904,1,Non-White
1905,2,Non-White
1906,1,Non-White
1907,4,White
1908,4,White
1909,4,Non-White
1910,1,Non-White
1911,4,Non-White
1912,1,White
1913,1,White
1914,2,Non-White
1915,1,Non-White
1916,1,White
1917,6,Non-White
1918,1,White
1919,4,White
1920,4,White
1921,6,Non-White
1922,6,White
1923,2,Non-White
1924,4,White
1925,1,White
1926,4,Non-White
1927,4,White
1928,1,Non-White
1929,1,Non-White
1930,4,White
1931,4,Non-White
1932,1,White
1933,2,Non-White
1934,1,White
1935,4,Non-White
1936,1,White
1937,4,Non-White
1938,1,Non-White
1939,4,White
1940,1,Non-White
1941,6,Non-White
1942,2,White
1943,6,Non-White
1944,4,White
1945,1,Non-White
1946,1,Non-White
1947,6,Non-White
1948,1,White
1949,1,White
1950,1,Non-White
1951,1,White
1952,6,Non-White
1953,4,Non-White
1954,1,White
1955,4,White
1956,4,White
1957,4,Non-White
1958,6,Non-White
1959,4,White
1960,1,White
1961,1,Non-White
1962,1,White
1963,1,White
1964,4,Non-White
1965,1,Non-White
1966,6,Non-White
1967,2,Non-White
1968,1,Non-White
1969,4,Non-White
1970,2,Non-White
1971,1,White
1972,2,Non-White
1973,1,Non-White
1974,1,White
1975,1,Non-White
1976,4,White
1977,6,Non-White
1978,4,White
1979,1,Non-White
1980,2,Non-White
1981,1,Non-White
1982,5,Non-White
1983,4,Non-White
1984,2,Non-White
1985,6,Non-White
1986,4,White
1987,4,Non-White
1988,1,White
1989,2,Non-White
1990,2,White
1991,4,White
1992,2,Non-White
1993,4,Non-White
1994,6,Non-White
1995,6,Non-White
1996,2,Non-White
1997,4,White
1998,6,White
1999,1,White
2000,1,White
2001,1,Non-White
2002,1,Non-White
2003,1,Non-White
2004,6,Non-White
2005,4,Non-White
2006,4,White
2007,1,Non-White
2008,1,White
2009,1,White
2010,1,White
2011,4,Non-White
2012,1,Non-White
2013,4,Non-White
2014,1,White
2015,1,Non-White
2016,4,Non-White
2017,1,White
2018,4,Non-White
2019,4,Non-White
2020,1,Non-White
2021,4,Non-White
2022,1,White
2023,4,Non-White
2024,1,White
2025,5,Non-White
2026,1,Non-White
2027,2,White
2028,4,Non-White
2029,1,Non-White
2030,2,White
2031,6,Non-White
2032,1,White
2033,6,Non-White
2034,1,Non-White
2035,4,White
2036,1,Non-White
2037,2,White
2038,2,Non-White
2039,1,Non-White
2040,6,White
2041,6,Non-White
2042,1,Non-White
2043,1,Non-White
2044,1,White
2045,6,Non-White
2046,4,Non-White
2047,2,Non-White
2048,4,Non-White
2049,1,White
2050,2,White
2051,1,White
2052,1,Non-White
2053,4,White
2054,6,White
2055,1,Non-White
2056,1,Non-White
2057,1,White
2058,2,Non-White
2059,1,White
2060,4,White
2061,2,Non-White
2062,1,White
2063,4,Non-White
2064,4,Non-White
2065,4,White
2066,1,White
2067,1,Non-White
2068,1,Non-White
2069,2,Non-White
2070,1,Non-White
2071,4,White
2072,1,Non-White
2073,1,White
2074,2,Non-White
2075,1,White
2076,4,White
2077,1,Non-White
2078,2,White
2079,1,White
2080,6,Non-White
2081,4,Non-White
2082,1,Non-White
2083,2,White
2084,4,White
2085,2,White
2086,1,Non-White
2087,2,Non-White
2088,4,Non-White
2089,4,Non-White
2090,4,White
2091,1,White
2092,4,White
2093,1,Non-White
2094,4,Non-White
2095,1,Non-White
2096,4,Non-White
2097,1,Non-White
2098,2,Non-White
2099,1,Non-White
2100,6,White
2101,4,Non-White
2102,4,Non-White
2103,2,White
2104,2,Non-White
2105,4,Non-White
2106,1,White
2107,1,Non-White
2108,4,White
2109,1,Non-White
2110,1,White
2111,1,Non-White
2112,1,Non-White
2113,6,White
2114,2,Non-White
2115,1,Non-White
2116,4,Non-White
2117,1,White
2118,1,White
2119,4,Non-White
2120,6,Non-White
2121,6,Non-White
2122,1,Non-White
2123,4,Non-White
2124,4,White
2125,4,White
2126,6,Non-White
2127,2,White
2128,6,Non-White
2129,4,White
2130,1,Non-White
2131,2,Non-White
2132,1,White
2133,6,Non-White
2134,1,Non-White
2135,2,Non-White
2136,2,Non-White
2137,2,White
2138,2,Non-White
2139,1,White
2140,1,Non-White
2141,6,White
2142,2,Non-White
2143,1,Non-White
2144,6,White
2145,4,White
2146,1,White
2147,2,Non-White
2148,4,Non-White
2149,4,Non-White
2150,4,Non-White
2151,1,Non-White
2152,4,White
2153,4,Non-White
2154,1,White
2155,1,White
2156,2,Non-White
2157,4,Non-White
2158,1,Non-White
2159,4,Non-White
2160,1,White
2161,1,White
2162,1,White
2163,1,White
2164,4,Non-White
2165,1,Non-White
2166,6,Non-White
2167,1,Non-White
2168,2,Non-White
2169,1,White
2170,4,Non-White
2171,1,White
2172,1,White
2173,2,Non-White
2174,6,Non-White
2175,4,White
2176,4,Non-White
2177,1,Non-White
2178,4,White
2179,4,Non-White
2180,1,Non-White
2181,1,Non-White
2182,2,Non-White
2183,1,White
2184,4,Non-White
2185,2,White
2186,2,White
2187,1,Non-White
2188,1,White
2189,2,Non-White
2190,1,Non-White
2191,2,White
2192,4,White
2193,1,White
2194,4,Non-White
2195,1,White
2196,1,White
2197,1,White
2198,6,Non-White
2199,1,Non-White
2200,1,Non-White
2201,1,Non-White
2202,1,White
2203,4,White
2204,1,White
2205,2,White
2206,4,Non-White
2207,1,Non-White
2208,1,Non-White
2209,2,White
2210,2,Non-White
2211,6,Non-White
2212,1,White
2213,4,White
2214,4,Non-White
2215,1,White
2216,2,Non-White
2217,1,Non-White
2218,6,Non-White
2219,1,White
2220,1,White
2221,6,Non-White
2222,2,White
2223,1,Non-White
2224,1,White
2225,4,Non-White
2226,1,White
2227,6,Non-White
2228,1,White
2229,1,Non-White
2230,1,Non-White
2231,2,Non-White
2232,2,White
2233,1,White
2234,2,Non-White
2235,1,Non-White
2236,6,White
2237,1,White
2238,6,White
2239,4,Non-White
2240,1,White
2241,1,White
2242,1,Non-White
2243,6,Non-White
2244,1,Non-White
2245,4,White
2246,2,Non-White
2247,4,White
2248,1,Non-White
2249,2,Non-White
2250,4,Non-White
2251,4,Non-White
2252,4,White
2253,1,Non-White
2254,4,Non-White
2255,4,Non-White
2256,4,White
2257,6,Non-White
2258,2,Non-White
2259,1,White
2260,1,Non-White
2261,2,White
2262,4,Non-White
2263,4,Non-White
2264,6,Non-White
2265,1,White
2266,1,Non-White
2267,4,White
2268,4,White
2269,4,Non-White
2270,4,White
2271,1,Non-White
2272,2,White
2273,1,Non-White
2274,2,White
2275,2,Non-White
2276,1,Non-White
2277,1,Non-White
2278,4,Non-White
2279,2,Non-White
2280,4,Non-White
2281,1,Non-White
2282,6,Non-White
2283,1,White
2284,1,Non-White
2285,4,Non-White
2286,6,White
2287,1,White
2288,1,Non-White
2289,1,Non-White
2290,1,Non-White
2291,4,Non-White
2292,1,Non-White
2293,6,Non-White
2294,1,White
2295,1,White
2296,1,White
2297,2,Non-White
2298,1,Non-White
2299,2,Non-White
2300,1,White
2301,1,Non-White
2302,1,Non-White
2303,1,White
2304,1,Non-White
2305,4,Non-White
2306,1,White
2307,1,Non-White
2308,1,Non-White
2309,4,White
2310,1,Non-White
2311,4,Non-White
2312,4,White
2313,1,Non-White
2314,3,Non-White
2315,1,Non-White
2316,1,Non-White
2317,2,Non-White
2318,6,White
2319,4,Non-White
2320,2,White
2321,1,Non-White
2322,4,White
2323,2,Non-White
2324,1,Non-White
2325,6,Non-White
2326,1,Non-White
2327,1,Non-White
2328,1,Non-White
2329,4,Non-White
2330,6,Non-White
2331,1,White
2332,4,Non-White
2333,2,Non-White
2334,2,Non-White
2335,1,Non-White
2336,2,White
2337,1,Non-White
2338,2,Non-White
2339,2,White
2340,6,Non-White
2341,1,Non-White
2342,6,Non-White
2343,4,Non-White
2344,4,White
2345,4,White
2346,4,White
2347,4,White
2348,1,Non-White
2349,1,Non-White
2350,1,Non-White
2351,1,Non-White
2352,4,Non-White
2353,1,Non-White
2354,4,Non-White
2355,2,Non-White
2356,6,White
2357,4,Non-White
2358,2,Non-White
2359,2,Non-White
2360,4,White
2361,6,White
2362,6,Non-White
2363,2,White
2364,4,Non-White
2365,4,Non-White
2366,2,Non-White
2367,6,Non-White
2368,1,White
2369,1,Non-White
2370,1,Non-White
2371,2,Non-White
2372,2,White
2373,6,Non-White
2374,4,White
2375,1,White
2376,4,Non-White
2377,1,Non-White
2378,1,White
2379,2,Non-White
2380,6,White
2381,4,White
2382,4,Non-White
2383,4,White
2384,2,Non-White
2385,1,White
2386,1,Non-White
2387,2,Non-White
2388,1,White
2389,1,Non-White
2390,1,White
2391,1,White
2392,1,Non-White
2393,6,White
2394,2,White
2395,1,Non-White
2396,1,Non-White
2397,1,Non-White
2398,1,Non-White
2399,4,White
2400,2,White
2401,1,Non-White
2402,1,Non-White
2403,1,White
2404,6,Non-White
2405,1,Non-White
2406,2,White
2407,1,White
2408,2,White
2409,1,Non-White
2410,1,White
2411,2,Non-White
2412,1,White
2413,4,White
2414,6,Non-White
2415,2,White
2416,6,Non-White
2417,1,Non-White
2418,1,Non-White
2419,1,White
2420,1,Non-White
2421,4,Non-White
2422,4,Non-White
2423,2,Non-White
2424,1,Non-White
2425,6,Non-White
2426,2,Non-White
2427,4,Non-White
2428,2,Non-White
2429,6,Non-White
2430,1,White
2431,4,Non-White
2432,4,Non-White
2433,1,White
2434,4,White
2435,1,Non-White
2436,1,White
2437,1,Non-White
2438,6,Non-White
2439,4,Non-White
2440,1,White
2441,1,Non-White
2442,6,Non-White
2443,1,Non-White
2444,1,White
2445,4,Non-White
2446,1,Non-White
2447,2,Non-White
2448,6,Non-White
2449,2,Non-White
2450,4,Non-White
2451,1,White
2452,1,White
2453,6,Non-White
2454,1,White
2455,4,White
2456,4,Non-White
2457,4,Non-White
2458,4,White
2459,2,Non-White
2460,1,White
2461,1,Non-White
2462,4,Non-White
2463,6,White
2464,4,White
2465,6,Non-White
2466,1,Non-White
2467,1,Non-White
2468,4,White
2469,4,Non-White
2470,1,White
2471,1,Non-White
2472,1,Non-White
2473,4,White
2474,4,Non-White
2475,1,Non-White
2476,2,Non-White
2477,1,Non-White
2478,2,Non-White
2479,1,Non-White
2480,2,White
2481,1,Non-White
2482,2,Non-White
2483,6,White
2484,6,White
2485,4,Non-White
2486,1,White
2487,1,White
2488,1,Non-White
2489,1,White
2490,5,Non-White
2491,1,White
2492,1,Non-White
2493,1,Non-White
2494,4,White
2495,1,Non-White
2496,1,Non-White
2497,4,Non-White
2498,4,Non-White
2499,4,Non-White
2500,1,White
2501,2,Non-White
2502,1,White
2503,1,Non-White
2504,1,White
2505,1,White
2506,2,Non-White
2507,1,Non-White
2508,2,Non-White
2509,1,White
2510,1,Non-White
2511,1,Non-White
2512,1,Non-White
2513,1,Non-White
2514,4,Non-White
2515,1,White
2516,1,Non-White
2517,2,White
2518,1,Non-White
2519,4,Non-White
2520,1,White
2521,2,White
2522,1,Non-White
2523,4,Non-White
2524,1,Non-White
2525,1,White
2526,4,White
2527,2,Non-White
2528,6,Non-White
2529,6,White
2530,1,White
2531,4,Non-White
2532,4,Non-White
2533,4,Non-White
2534,2,Non-White
2535,4,White
2536,1,Non-White
2537,1,Non-White
2538,4,Non-White
2539,6,Non-White
2540,4,Non-White
2541,6,Non-White
2542,6,Non-White
2543,6,Non-White
2544,4,Non-White
2545,1,Non-White
2546,1,White
2547,4,Non-White
2548,1,Non-White
2549,6,Non-White
2550,4,White
2551,2,White
2552,1,White
2553,4,Non-White
2554,6,White
2555,1,Non-White
2556,6,Non-White
2557,4,Non-White
2558,1,Non-White
2559,1,White
2560,6,Non-White
2561,1,White
2562,2,Non-White
2563,1,White
2564,4,White
2565,4,Non-White
2566,1,Non-White
2567,1,Non-White
2568,4,White
2569,4,Non-White
2570,5,Non-White
2571,1,Non-White
2572,4,White
2573,4,White
2574,2,White
2575,2,Non-White
2576,4,Non-White
2577,2,Non-White
2578,1,Non-White
2579,4,White
2580,6,Non-White
2581,2,White
2582,2,Non-White
2583,4,White
2584,4,Non-White
2585,1,Non-White
2586,4,Non-White
2587,1,Non-White
2588,4,Non-White
2589,4,White
2590,4,Non-White
2591,2,White
2592,4,White
2593,1,White
2594,4,Non-White
2595,2,White
2596,1,Non-White
2597,1,White
2598,4,Non-White
2599,1,Non-White
2600,2,White
2601,2,White
2602,4,White
2603,2,Non-White
2604,1,Non-White
2605,4,White
2606,1,Non-White
2607,2,White
2608,4,Non-White
2609,6,Non-White
2610,4,Non-White
2611,1,White
2612,4,Non-White
2613,6,White
2614,2,Non-White
2615,4,White
2616,2,Non-White
2617,4,Non-White
2618,1,White
2619,6,Non-White
2620,4,Non-White
2621,4,Non-White
2622,6,Non-White
2623,4,Non-White
2624,2,White
2625,1,Non-White
2626,4,White
2627,4,Non-White
2628,1,Non-White
2629,6,Non-White
2630,6,Non-White
2631,3,White
2632,4,Non-White
2633,4,Non-White
2634,1,White
2635,6,White
2636,4,White
2637,4,Non-White
2638,1,Non-White
2639,1,Non-White
2640,1,White
2641,4,Non-White
2642,1,Non-White
2643,6,White
2644,1,Non-White
2645,4,Non-White
2646,4,Non-White
2647,1,White
2648,4,Non-White
2649,2,Non-White
2650,2,Non-White
2651,1,Non-White
2652,4,Non-White
2653,6,Non-White
2654,1,White
2655,4,Non-White
2656,1,Non-White
2657,1,White
2658,4,White
2659,1,Non-White
2660,1,Non-White
2661,2,Non-White
2662,1,White
2663,4,Non-White
2664,2,White
2665,1,White
2666,1,Non-White
2667,2,White
2668,4,White
2669,2,White
2670,6,Non-White
2671,1,White
2672,1,White
2673,6,Non-White
2674,1,White
2675,1,Non-White
2676,2,White
2677,4,White
2678,4,Non-White
2679,1,Non-White
2680,4,Non-White
2681,1,Non-White
2682,2,Non-White
2683,1,White
2684,6,White
2685,4,Non-White
2686,1,White
2687,1,Non-White
2688,6,Non-White
2689,4,White
2690,6,Non-White
2691,1,Non-White
2692,2,Non-White
2693,4,Non-White
2694,2,Non-White
2695,4,White
2696,2,Non-White
2697,1,Non-White
2698,4,Non-White
2699,1,Non-White
2700,1,White
2701,2,White
2702,1,Non-White
2703,6,White
2704,4,White
2705,1,Non-White
2706,2,Non-White
2707,2,Non-White
2708,1,White
2709,1,Non-White
2710,2,Non-White
2711,2,Non-White
2712,6,Non-White
2713,1,Non-White
2714,4,Non-White
2715,1,Non-White
2716,2,Non-White
2717,4,White
2718,1,Non-White
2719,2,White
2720,1,Non-White
2721,4,White
2722,4,Non-White
2723,6,White
2724,1,White
2725,6,Non-White
2726,4,Non-White
2727,1,Non-White
2728,1,Non-White
2729,6,Non-White
2730,4,White
2731,4,Non-White
2732,1,Non-White
2733,2,Non-White
2734,1,Non-White
2735,1,Non-White
2736,1,White
2737,1,Non-White
2738,2,Non-White
2739,6,Non-White
2740,4,White
2741,4,White
2742,1,Non-White
2743,4,White
2744,1,Non-White
2745,2,Non-White
2746,2,White
2747,2,White
2748,2,Non-White
2749,1,White
2750,2,Non-White
2751,4,Non-White
2752,4,White
2753,1,White
2754,1,White
2755,2,Non-White
2756,6,Non-White
2757,1,Non-White
2758,4,Non-White
2759,2,Non-White
2760,6,White
2761,4,Non-White
2762,4,Non-White
2763,2,Non-White
2764,1,Non-White
2765,1,Non-White
2766,2,White
2767,2,White
2768,4,White
2769,6,White
2770,2,White
2771,4,Non-White
2772,1,Non-White
2773,1,White
2774,4,White
2775,4,White
2776,4,White
2777,1,Non-White
2778,5,White
2779,4,Non-White
2780,6,Non-White
2781,4,Non-White
2782,1,Non-White
2783,3,Non-White
2784,4,Non-White
2785,1,Non-White
2786,1,Non-White
2787,1,Non-White
2788,4,Non-White
2789,6,White
2790,6,Non-White
2791,2,White
2792,1,Non-White
2793,1,Non-White
2794,4,Non-White
2795,1,Non-White
2796,1,Non-White
2797,4,Non-White
2798,2,White
2799,4,Non-White
2800,2,Non-White
2801,1,Non-White
2802,6,Non-White
2803,1,Non-White
2804,1,Non-White
2805,2,White
2806,4,Non-White
2807,1,Non-White
2808,1,Non-White
2809,4,White
2810,1,Non-White
2811,4,White
2812,1,White
2813,6,Non-White
2814,1,Non-White
2815,1,Non-White
2816,1,Non-White
2817,6,Non-White
2818,1,White
2819,2,Non-White
2820,1,Non-White
2821,1,Non-White
2822,4,Non-White
2823,6,Non-White
2824,4,White
2825,2,Non-White
2826,4,Non-White
2827,1,Non-White
2828,2,Non-White
2829,2,Non-White
2830,1,Non-White
2831,2,White
2832,1,Non-White
2833,1,Non-White
2834,1,Non-White
2835,2,Non-White
2836,1,Non-White
2837,1,Non-White
2838,4,White
2839,4,Non-White
2840,4,White
2841,1,Non-White
2842,1,White
2843,1,White
2844,1,Non-White
2845,1,White
2846,4,Non-White
2847,2,White
2848,1,Non-White
2849,6,Non-White
2850,4,White
2851,1,Non-White
2852,4,Non-White
2853,1,Non-White
2854,4,Non-White
2855,1,White
2856,2,Non-White
2857,1,White
2858,2,White
2859,1,White
2860,2,Non-White
2861,6,Non-White
2862,1,Non-White
2863,1,White
2864,6,Non-White
2865,1,White
2866,6,Non-White
2867,2,Non-White
2868,1,White
2869,4,Non-White
2870,1,White
2871,6,Non-White
2872,1,White
2873,2,White
2874,4,Non-White
2875,2,Non-White
2876,4,Non-White
2877,1,Non-White
2878,4,Non-White
2879,2,Non-White
2880,4,Non-White
2881,2,Non-White
2882,2,Non-White
2883,2,Non-White
2884,1,Non-White
2885,4,White
2886,1,Non-White
2887,4,White
2888,4,Non-White
2889,1,Non-White
2890,4,Non-White
2891,1,Non-White
2892,1,Non-White
2893,4,Non-White
2894,2,White
2895,4,Non-White
2896,2,Non-White
2897,1,Non-White
2898,2,Non-White
2899,6,White
2900,1,White
2901,1,Non-White
2902,6,Non-White
2903,4,Non-White
2904,6,White
2905,1,Non-White
2906,4,White
2907,4,White
2908,4,White
2909,1,Non-White
2910,1,White
2911,4,Non-White
2912,2,White
2913,1,Non-White
2914,4,Non-White
2915,1,Non-White
2916,4,Non-White
2917,1,White
2918,4,Non-White
2919,2,Non-White
2920,1,Non-White
2921,1,White
2922,2,Non-White
2923,1,Non-White
2924,2,White
2925,2,Non-White
2926,5,Non-White
2927,1,White
2928,2,Non-White
2929,1,Non-White
2930,6,Non-White
2931,1,White
2932,4,White
2933,6,White
2934,1,Non-White
2935,2,White
2936,6,Non-White
2937,4,White
2938,2,Non-White
2939,1,Non-White
2940,4,Non-White
2941,1,White
2942,1,Non-White
2943,1,Non-White
2944,2,White
2945,4,Non-White
2946,1,White
2947,4,White
2948,4,White
2949,4,Non-White
2950,1,Non-White
2951,4,White
2952,4,White
2953,1,White
2954,1,White
2955,1,White
2956,4,White
2957,6,Non-White
2958,1,Non-White
2959,4,White
2960,6,Non-White
2961,1,Non-White
2962,1,White
2963,1,Non-White
2964,2,Non-White
2965,1,White
2966,4,White
2967,4,Non-White
2968,1,White
2969,4,Non-White
2970,6,Non-White
2971,6,Non-White
2972,1,White
2973,2,Non-White
2974,1,Non-White
2975,4,Non-White
2976,1,Non-White
2977,4,White
2978,4,Non-White
2979,1,Non-White
2980,4,White
2981,6,White
2982,1,Non-White
2983,4,White
2984,4,Non-White
2985,1,White
2986,6,White
2987,2,Non-White
2988,4,Non-White
2989,2,Non-White
2990,1,Non-White
2991,4,Non-White
2992,1,White
2993,6,Non-White
2994,4,Non-White
2995,5,Non-White
2996,5,White
2997,1,White
2998,1,Non-White
2999,6,Non-White
3000,2,Non-White
3001,1,White
3002,1,Non-White
3003,4,White
3004,1,White
3005,1,Non-White
3006,6,Non-White
3007,4,Non-White
3008,1,White
3009,1,White
3010,1,Non-White
3011,1,White
3012,2,White
3013,1,Non-White
3014,2,Non-White
3015,1,Non-White
3016,4,Non-White
3017,2,Non-White
3018,4,Non-White
3019,4,White
3020,2,Non-White
3021,2,White
3022,1,Non-White
3023,1,Non-White
3024,1,Non-White
3025,1,Non-White
3026,6,Non-White
3027,1,Non-White
3028,6,Non-White
3029,1,Non-White
3030,1,White
3031,4,Non-White
3032,6,Non-White
3033,1,Non-White
3034,3,White
3035,2,Non-White
3036,2,Non-White
3037,2,White
3038,1,Non-White
3039,1,White
3040,1,White
3041,6,Non-White
3042,4,Non-White
3043,6,White
3044,2,Non-White
3045,1,Non-White
3046,6,Non-White
3047,4,White
3048,1,Non-White
3049,2,Non-White
3050,4,Non-White
3051,2,White
3052,4,White
3053,1,White
3054,4,Non-White
3055,1,Non-White
3056,1,Non-White
3057,6,Non-White
3058,2,Non-White
3059,1,Non-White
3060,4,Non-White
3061,4,White
3062,4,White
3063,1,Non-White
3064,4,Non-White
3065,1,Non-White
3066,6,White
3067,2,Non-White
3068,4,Non-White
3069,2,White
3070,1,White
3071,1,Non-White
3072,4,Non-White
3073,6,White
3074,1,Non-White
3075,1,Non-White
3076,4,Non-White
3077,4,White
3078,2,Non-White
3079,2,Non-White
3080,1,Non-White
3081,1,Non-White
3082,1,White
3083,2,Non-White
3084,4,White
3085,4,Non-White
3086,1,Non-White
3087,1,White
3088,1,White
3089,4,Non-White
3090,1,Non-White
3091,1,Non-White
3092,1,White
3093,6,Non-White
3094,1,White
3095,1,Non-White
3096,6,White
3097,4,Non-White
3098,4,White
3099,6,Non-White
3100,4,Non-White
3101,1,Non-White
3102,4,Non-White
3103,1,White
3104,1,Non-White
3105,6,Non-White
3106,2,Non-White
3107,4,Non-White
3108,1,Non-White
3109,2,Non-White
3110,1,Non-White
3111,1,Non-White
3112,1,Non-White
3113,4,Non-White
3114,6,Non-White
3115,2,White
3116,6,White
3117,1,White
3118,6,White
3119,6,Non-White
3120,1,Non-White
3121,1,White
3122,1,Non-White
3123,4,White
3124,6,White
3125,4,Non-White
3126,2,Non-White
3127,1,White
3128,1,Non-White
3129,1,Non-White
3130,4,Non-White
3131,1,Non-White
3132,1,Non-White
3133,4,Non-White
3134,4,White
3135,4,White
3136,4,White
3137,1,Non-White
3138,1,Non-White
3139,4,White
3140,1,Non-White
3141,2,Non-White
3142,1,Non-White
3143,1,Non-White
3144,1,Non-White
3145,1,Non-White
3146,1,Non-White
3147,2,Non-White
3148,1,Non-White
3149,1,White
3150,1,White
3151,1,Non-White
3152,1,White
3153,2,Non-White
3154,2,Non-White
3155,4,Non-White
3156,4,Non-White
3157,6,White
3158,6,Non-White
3159,4,White
3160,2,Non-White
3161,1,White
3162,4,White
3163,6,Non-White
3164,1,White
3165,1,Non-White
3166,4,White
3167,4,Non-White
3168,1,Non-White
3169,4,Non-White
3170,4,White
3171,1,Non-White
3172,1,Non-White
3173,4,White
3174,1,White
3175,4,White
3176,6,White
3177,6,Non-White
3178,1,White
3179,6,Non-White
3180,4,Non-White
3181,6,Non-White
3182,2,Non-White
3183,1,Non-White
3184,4,Non-White
3185,2,Non-White
3186,4,Non-White
3187,4,White
3188,1,White
3189,2,White
3190,2,Non-White
3191,4,Non-White
3192,2,Non-White
3193,2,Non-White
3194,1,White
3195,6,White
3196,4,White
3197,6,White
3198,2,Non-White
3199,4,White
3200,2,White
3201,6,Non-White
3202,2,White
3203,4,White
3204,4,Non-White
3205,4,White
3206,1,Non-White
3207,1,Non-White
3208,1,Non-White
3209,2,Non-White
3210,1,White
3211,4,Non-White
3212,1,White
3213,1,White
3214,4,Non-White
3215,1,Non-White
3216,2,White
3217,1,White
3218,1,Non-White
3219,4,White
3220,4,White
3221,1,Non-White
3222,1,Non-White
3223,4,Non-White
3224,1,Non-White
3225,2,Non-White
3226,1,Non-White
3227,6,Non-White
3228,6,Non-White
3229,4,Non-White
3230,1,White
3231,2,Non-White
3232,4,Non-White
3233,6,Non-White
3234,2,Non-White
3235,4,Non-White
3236,1,White
3237,4,Non-White
3238,4,Non-White
3239,1,White
3240,1,White
3241,2,Non-White
3242,6,Non-White
3243,4,Non-White
3244,6,Non-White
3245,4,Non-White
3246,4,White
3247,1,Non-White
3248,6,Non-White
3249,1,Non-White
3250,4,Non-White
