id,cluster_id,protected_attribute
1681,2,White
1682,7,Non-White
1683,1,White
1684,3,Non-White
1685,1,Non-White
1686,1,Non-White
1687,3,Non-White
1688,2,Non-White
1689,1,White
1690,1,White
1691,1,Non-White
1692,1,Non-White
1693,1,Non-White
1694,2,White
1695,3,Non-White
1696,5,White
1697,2,Non-White
1698,7,Non-White
1699,1,Non-White
1700,1,White
1701,7,Non-White
1702,7,Non-White
1703,2,Non-White
1704,3,Non-White
1705,3,Non-White
1706,2,White
1707,3,Non-White
1708,3,White
1709,3,White
1710,3,Non-White
1711,1,Non-White
1712,7,Non-White
1713,3,Non-White
1714,2,Non-White
1715,2,White
1716,7,Non-White
1717,2,Non-White
1718,3,White
1719,3,Non-White
1720,2,Non-White
1721,2,White
1722,1,White
1723,2,Non-White
1724,2,Non-White
1725,3,White
1726,2,Non-White
1727,7,Non-White
1728,1,White
1729,3,White
1730,7,Non-White
1731,3,Non-White
1732,2,White
1733,3,Non-White
1734,1,White
1735,1,Non-White
1736,1,Non-White
1737,3,White
1738,1,Non-White
1739,1,White
1740,3,White
1741,1,Non-White
1742,3,Non-White
1743,7,White
1744,3,Non-White
1745,7,White
1746,1,Non-White
1747,3,Non-White
1748,3,White
1749,1,White
1750,1,Non-White
1751,7,Non-White
1752,3,Non-White
1753,7,White
1754,2,Non-White
1755,2,Non-White
1756,7,White
1757,1,White
1758,1,White
1759,1,Non-White
1760,2,Non-White
1761,7,Non-White
1762,2,Non-White
1763,7,Non-White
1764,1,Non-White
1765,1,Non-White
1766,1,White
1767,2,White
1768,2,Non-White
1769,3,White
1770,7,White
1771,3,White
1772,2,White
1773,3,Non-White
1774,1,Non-White
1775,3,White
1776,1,White
1777,3,Non-White
1778,3,Non-White
1779,7,Non-White
1780,2,Non-White
1781,2,White
1782,2,Non-White
1783,2,Non-White
1784,2,White
1785,3,White
1786,2,Non-White
1787,2,Non-White
1788,3,Non-White
1789,7,White
1790,3,White
1791,2,White
1792,2,Non-White
1793,2,Non-White
1794,3,White
1795,2,Non-White
1796,1,White
1797,2,Non-White
1798,3,Non-White
1799,1,White
1800,1,Non-White
1801,2,Non-White
1802,2,Non-White
1803,2,Non-White
1804,3,Non-White
1805,7,White
1806,1,Non-White
1807,2,Non-White
1808,1,White
1809,2,Non-White
1810,2,White
1811,1,Non-White
1812,2,Non-White
1813,3,Non-White
1814,7,Non-White
1815,7,Non-White
1816,3,Non-White
1817,2,Non-White
1818,3,Non-White
1819,1,Non-White
1820,3,Non-White
1821,2,Non-White
1822,7,Non-White
1823,3,White
1824,7,Non-White
1825,2,Non-White
1826,2,White
1827,7,Non-White
1828,3,White
1829,1,Non-White
1830,3,Non-White
1831,2,Non-White
1832,7,Non-White
1833,3,White
1834,1,White
1835,1,Non-White
1836,1,Non-White
1837,2,Non-White
1838,2,Non-White
1839,7,Non-White
1840,7,Non-White
1841,7,Non-White
1842,2,Non-White
1843,1,White
1844,7,White
1845,1,Non-White
1846,7,White
1847,7,White
1848,3,White
1849,7,White
1850,2,Non-White
1851,3,White
1852,1,Non-White
1853,2,Non-White
1854,2,White
1855,1,Non-White
1856,3,White
1857,1,White
1858,2,Non-White
1859,1,White
1860,2,White
1861,7,Non-White
1862,3,Non-White
1863,7,White
1864,7,Non-White
1865,3,White
1866,7,White
1867,1,Non-White
1868,1,Non-White
1869,2,White
1870,2,Non-White
1871,2,Non-White
1872,1,White
1873,2,Non-White
1874,2,Non-White
1875,3,Non-White
1876,2,White
1877,2,White
1878,3,Non-White
1879,1,Non-White
1880,7,Non-White
1881,7,Non-White
1882,3,White
1883,5,Non-White
1884,3,Non-White
1885,7,Non-White
1886,2,Non-White
1887,1,Non-White
1888,1,White
1889,3,Non-White
1890,7,Non-White
1891,3,Non-White
1892,2,Non-White
1893,1,White
1894,7,Non-White
1895,1,White
1896,2,Non-White
1897,3,Non-White
1898,7,Non-White
1899,3,White
1900,7,White
1901,2,White
1902,2,Non-White
1903,7,Non-White
1904,1,Non-White
1905,2,Non-White
1906,7,Non-White
1907,3,White
1908,3,White
1909,3,Non-White
1910,1,Non-White
1911,3,Non-White
1912,7,White
1913,7,White
1914,2,Non-White
1915,1,Non-White
1916,7,White
1917,1,Non-White
1918,7,White
1919,3,White
1920,3,White
1921,1,Non-White
1922,2,White
1923,2,Non-White
1924,3,White
1925,7,White
1926,3,Non-White
1927,3,White
1928,1,Non-White
1929,1,Non-White
1930,3,White
1931,7,Non-White
1932,1,White
1933,2,Non-White
1934,1,White
1935,3,Non-White
1936,7,White
1937,3,Non-White
1938,1,Non-White
1939,3,White
1940,1,Non-White
1941,1,Non-White
1942,2,White
1943,2,Non-White
1944,3,White
1945,7,Non-White
1946,7,Non-White
1947,2,Non-White
1948,1,White
1949,1,White
1950,7,Non-White
1951,7,White
1952,1,Non-White
1953,3,Non-White
1954,7,White
1955,3,White
1956,3,White
1957,3,Non-White
1958,2,Non-White
1959,3,White
1960,7,White
1961,7,Non-White
1962,1,White
1963,1,White
1964,7,Non-White
1965,1,Non-White
1966,2,Non-White
1967,2,Non-White
1968,1,Non-White
1969,3,Non-White
1970,2,Non-White
1971,7,White
1972,2,Non-White
1973,1,Non-White
1974,1,White
1975,1,Non-White
1976,3,White
1977,1,Non-White
1978,7,White
1979,1,Non-White
1980,2,Non-White
1981,7,Non-White
1982,1,Non-White
1983,3,Non-White
1984,2,Non-White
1985,2,Non-White
1986,3,White
1987,3,Non-White
1988,7,White
1989,2,Non-White
1990,2,White
1991,3,White
1992,2,Non-White
1993,3,Non-White
1994,1,Non-White
1995,1,Non-White
1996,2,Non-White
1997,3,White
1998,1,White
1999,1,White
2000,1,White
2001,1,Non-White
2002,1,Non-White
2003,1,Non-White
2004,1,Non-White
2005,3,Non-White
2006,3,White
2007,1,Non-White
2008,1,White
2009,7,White
2010,7,White
2011,3,Non-White
2012,1,Non-White
2013,3,Non-White
2014,7,White
2015,7,Non-White
2016,3,Non-White
2017,7,White
2018,3,Non-White
2019,3,Non-White
2020,7,Non-White
2021,3,Non-White
2022,7,White
2023,3,Non-White
2024,1,White
2025,5,Non-White
2026,7,Non-White
2027,2,White
2028,3,Non-White
2029,7,Non-White
2030,2,White
2031,1,Non-White
2032,7,White
2033,2,Non-White
2034,7,Non-White
2035,3,White
2036,7,Non-White
2037,2,White
2038,2,Non-White
2039,7,Non-White
2040,2,White
2041,1,Non-White
2042,1,Non-White
2043,7,Non-White
2044,7,White
2045,2,Non-White
2046,3,Non-White
2047,2,Non-White
2048,3,Non-White
2049,7,White
2050,2,White
2051,7,White
2052,7,Non-White
2053,3,White
2054,2,White
2055,1,Non-White
2056,1,Non-White
2057,1,White
2058,2,Non-White
2059,1,White
2060,3,White
2061,2,Non-White
2062,7,White
2063,3,Non-White
2064,3,Non-White
2065,3,White
2066,7,White
2067,1,Non-White
2068,1,Non-White
2069,2,Non-White
2070,7,Non-White
2071,3,White
2072,7,Non-White
2073,1,White
2074,2,Non-White
2075,7,White
2076,3,White
2077,7,Non-White
2078,2,White
2079,7,White
2080,2,Non-White
2081,3,Non-White
2082,7,Non-White
2083,2,White
2084,3,White
2085,2,White
2086,1,Non-White
2087,2,Non-White
2088,3,Non-White
2089,3,Non-White
2090,7,White
2091,7,White
2092,3,White
2093,7,Non-White
2094,3,Non-White
2095,7,Non-White
2096,3,Non-White
2097,1,Non-White
2098,2,Non-White
2099,7,Non-White
2100,1,White
2101,3,Non-White
2102,3,Non-White
2103,2,White
2104,2,Non-White
2105,3,Non-White
2106,7,White
2107,7,Non-White
2108,3,White
2109,1,Non-White
2110,7,White
2111,7,Non-White
2112,7,Non-White
2113,1,White
2114,2,Non-White
2115,7,Non-White
2116,3,Non-White
2117,1,White
2118,1,White
2119,3,Non-White
2120,2,Non-White
2121,1,Non-White
2122,1,Non-White
2123,3,Non-White
2124,3,White
2125,3,White
2126,2,Non-White
2127,2,White
2128,1,Non-White
2129,3,White
2130,7,Non-White
2131,2,Non-White
2132,1,White
2133,2,Non-White
2134,1,Non-White
2135,2,Non-White
2136,2,Non-White
2137,2,White
2138,2,Non-White
2139,1,White
2140,1,Non-White
2141,1,White
2142,2,Non-White
2143,1,Non-White
2144,2,White
2145,3,White
2146,7,White
2147,2,Non-White
2148,3,Non-White
2149,3,Non-White
2150,3,Non-White
2151,1,Non-White
2152,3,White
2153,7,Non-White
2154,7,White
2155,7,White
2156,2,Non-White
2157,3,Non-White
2158,1,Non-White
2159,3,Non-White
2160,7,White
2161,7,White
2162,7,White
2163,1,White
2164,3,Non-White
2165,1,Non-White
2166,1,Non-White
2167,1,Non-White
2168,2,Non-White
2169,7,White
2170,3,Non-White
2171,1,White
2172,1,White
2173,2,Non-White
2174,2,Non-White
2175,3,White
2176,3,Non-White
2177,1,Non-White
2178,3,White
2179,3,Non-White
2180,7,Non-White
2181,1,Non-White
2182,2,Non-White
2183,1,White
2184,3,Non-White
2185,2,White
2186,2,White
2187,7,Non-White
2188,1,White
2189,2,Non-White
2190,1,Non-White
2191,2,White
2192,3,White
2193,1,White
2194,3,Non-White
2195,7,White
2196,7,White
2197,1,White
2198,2,Non-White
2199,1,Non-White
2200,1,Non-White
2201,1,Non-White
2202,7,White
2203,3,White
2204,7,White
2205,2,White
2206,3,Non-White
2207,7,Non-White
2208,7,Non-White
2209,2,White
2210,2,Non-White
2211,1,Non-White
2212,1,White
2213,3,White
2214,3,Non-White
2215,1,White
2216,2,Non-White
2217,7,Non-White
2218,1,Non-White
2219,7,White
2220,1,White
2221,2,Non-White
2222,2,White
2223,1,Non-White
2224,1,White
2225,3,Non-White
2226,7,White
2227,2,Non-White
2228,7,White
2229,1,Non-White
2230,7,Non-White
2231,2,Non-White
2232,2,White
2233,7,White
2234,2,Non-White
2235,7,Non-White
2236,2,White
2237,7,White
2238,1,White
2239,3,Non-White
2240,7,White
2241,1,White
2242,1,Non-White
2243,1,Non-White
2244,1,Non-White
2245,3,White
2246,2,Non-White
2247,3,White
2248,1,Non-White
2249,2,Non-White
2250,3,Non-White
2251,3,Non-White
2252,3,White
2253,1,Non-White
2254,3,Non-White
2255,3,Non-White
2256,3,White
2257,1,Non-White
2258,2,Non-White
2259,7,White
2260,1,Non-White
2261,2,White
2262,7,Non-White
2263,3,Non-White
2264,1,Non-White
2265,1,White
2266,1,Non-White
2267,3,White
2268,3,White
2269,3,Non-White
2270,3,White
2271,7,Non-White
2272,2,White
2273,7,Non-White
2274,2,White
2275,2,Non-White
2276,7,Non-White
2277,1,Non-White
2278,3,Non-White
2279,2,Non-White
2280,3,Non-White
2281,1,Non-White
2282,2,Non-White
2283,1,White
2284,7,Non-White
2285,3,Non-White
2286,2,White
2287,7,White
2288,7,Non-White
2289,7,Non-White
2290,1,Non-White
2291,3,Non-White
2292,7,Non-White
2293,2,Non-White
2294,7,White
2295,1,White
2296,7,White
2297,2,Non-White
2298,7,Non-White
2299,2,Non-White
2300,1,White
2301,1,Non-White
2302,1,Non-White
2303,1,White
2304,1,Non-White
2305,3,Non-White
2306,7,White
2307,7,Non-White
2308,1,Non-White
2309,3,White
2310,1,Non-White
2311,3,Non-White
2312,3,White
2313,7,Non-White
2314,4,Non-White
2315,1,Non-White
2316,7,Non-White
2317,2,Non-White
2318,2,White
2319,3,Non-White
2320,2,White
2321,7,Non-White
2322,3,White
2323,2,Non-White
2324,1,Non-White
2325,1,Non-White
2326,1,Non-White
2327,7,Non-White
2328,7,Non-White
2329,3,Non-White
2330,1,Non-White
2331,1,White
2332,3,Non-White
2333,2,Non-White
2334,2,Non-White
2335,7,Non-White
2336,2,White
2337,7,Non-White
2338,2,Non-White
2339,2,White
2340,2,Non-White
2341,1,Non-White
2342,2,Non-White
2343,3,Non-White
2344,3,White
2345,3,White
2346,3,White
2347,3,White
2348,1,Non-White
2349,7,Non-White
2350,7,Non-White
2351,7,Non-White
2352,3,Non-White
2353,1,Non-White
2354,3,Non-White
2355,2,Non-White
2356,1,White
2357,3,Non-White
2358,2,Non-White
2359,2,Non-White
2360,3,White
2361,2,White
2362,1,Non-White
2363,2,White
2364,3,Non-White
2365,3,Non-White
2366,2,Non-White
2367,2,Non-White
2368,7,White
2369,1,Non-White
2370,7,Non-White
2371,2,Non-White
2372,2,White
2373,1,Non-White
2374,7,White
2375,1,White
2376,3,Non-White
2377,1,Non-White
2378,7,White
2379,2,Non-White
2380,1,White
2381,3,White
2382,3,Non-White
2383,3,White
2384,2,Non-White
2385,7,White
2386,7,Non-White
2387,2,Non-White
2388,7,White
2389,7,Non-White
2390,1,White
2391,1,White
2392,1,Non-White
2393,2,White
2394,2,White
2395,1,Non-White
2396,1,Non-White
2397,7,Non-White
2398,7,Non-White
2399,3,White
2400,2,White
2401,1,Non-White
2402,7,Non-White
2403,1,White
2404,1,Non-White
2405,7,Non-White
2406,2,White
2407,1,White
2408,2,White
2409,1,Non-White
2410,7,White
2411,2,Non-White
2412,1,White
2413,3,White
2414,1,Non-White
2415,2,White
2416,2,Non-White
2417,1,Non-White
2418,1,Non-White
2419,1,White
2420,7,Non-White
2421,3,Non-White
2422,3,Non-White
2423,2,Non-White
2424,1,Non-White
2425,2,Non-White
2426,2,Non-White
2427,3,Non-White
2428,2,Non-White
2429,1,Non-White
2430,7,White
2431,3,Non-White
2432,3,Non-White
2433,1,White
2434,3,White
2435,7,Non-White
2436,1,White
2437,7,Non-White
2438,1,Non-White
2439,3,Non-White
2440,1,White
2441,7,Non-White
2442,2,Non-White
2443,1,Non-White
2444,1,White
2445,3,Non-White
2446,7,Non-White
2447,2,Non-White
2448,2,Non-White
2449,2,Non-White
2450,3,Non-White
2451,1,White
2452,1,White
2453,2,Non-White
2454,1,White
2455,3,White
2456,3,Non-White
2457,3,Non-White
2458,3,White
2459,2,Non-White
2460,1,White
2461,7,Non-White
2462,3,Non-White
2463,2,White
2464,3,White
2465,2,Non-White
2466,7,Non-White
2467,7,Non-White
2468,3,White
2469,3,Non-White
2470,1,White
2471,7,Non-White
2472,1,Non-White
2473,3,White
2474,7,Non-White
2475,1,Non-White
2476,2,Non-White
2477,7,Non-White
2478,2,Non-White
2479,7,Non-White
2480,2,White
2481,7,Non-White
2482,2,Non-White
2483,1,White
2484,1,White
2485,3,Non-White
2486,1,White
2487,7,White
2488,7,Non-White
2489,7,White
2490,5,Non-White
2491,7,White
2492,7,Non-White
2493,7,Non-White
2494,3,White
2495,1,Non-White
2496,7,Non-White
2497,7,Non-White
2498,3,Non-White
2499,3,Non-White
2500,7,White
2501,2,Non-White
2502,7,White
2503,1,Non-White
2504,7,White
2505,1,White
2506,2,Non-White
2507,7,Non-White
2508,2,Non-White
2509,1,White
2510,1,Non-White
2511,1,Non-White
2512,7,Non-White
2513,7,Non-White
2514,3,Non-White
2515,1,White
2516,1,Non-White
2517,2,White
2518,1,Non-White
2519,3,Non-White
2520,7,White
2521,2,White
2522,1,Non-White
2523,3,Non-White
2524,1,Non-White
2525,7,White
2526,3,White
2527,2,Non-White
2528,1,Non-White
2529,2,White
2530,7,White
2531,3,Non-White
2532,3,Non-White
2533,7,Non-White
2534,2,Non-White
2535,3,White
2536,1,Non-White
2537,1,Non-White
2538,3,Non-White
2539,2,Non-White
2540,3,Non-White
2541,2,Non-White
2542,1,Non-White
2543,2,Non-White
2544,3,Non-White
2545,1,Non-White
2546,7,White
2547,3,Non-White
2548,1,Non-White
2549,2,Non-White
2550,3,White
2551,2,White
2552,1,White
2553,3,Non-White
2554,1,White
2555,1,Non-White
2556,2,Non-White
2557,3,Non-White
2558,7,Non-White
2559,7,White
2560,1,Non-White
2561,7,White
2562,2,Non-White
2563,1,White
2564,3,White
2565,7,Non-White
2566,1,Non-White
2567,1,Non-White
2568,3,White
2569,3,Non-White
2570,5,Non-White
2571,7,Non-White
2572,3,White
2573,3,White
2574,2,White
2575,2,Non-White
2576,3,Non-White
2577,2,Non-White
2578,7,Non-White
2579,7,White
2580,1,Non-White
2581,2,White
2582,2,Non-White
2583,3,White
2584,3,Non-White
2585,7,Non-White
2586,3,Non-White
2587,1,Non-White
2588,3,Non-White
2589,3,White
2590,3,Non-White
2591,2,White
2592,3,White
2593,7,White
2594,3,Non-White
2595,2,White
2596,7,Non-White
2597,7,White
2598,3,Non-White
2599,7,Non-White
2600,2,White
2601,2,White
2602,3,White
2603,2,Non-White
2604,7,Non-White
2605,3,White
2606,7,Non-White
2607,2,White
2608,3,Non-White
2609,2,Non-White
2610,3,Non-White
2611,1,White
2612,3,Non-White
2613,2,White
2614,2,Non-White
2615,3,White
2616,2,Non-White
2617,3,Non-White
2618,1,White
2619,2,Non-White
2620,3,Non-White
2621,3,Non-White
2622,2,Non-White
2623,3,Non-White
2624,2,White
2625,1,Non-White
2626,3,White
2627,3,Non-White
2628,1,Non-White
2629,2,Non-White
2630,1,Non-White
2631,4,White
2632,7,Non-White
2633,3,Non-White
2634,7,White
2635,1,White
2636,3,White
2637,3,Non-White
2638,7,Non-White
2639,1,Non-White
2640,1,White
2641,3,Non-White
2642,1,Non-White
2643,2,White
2644,7,Non-White
2645,3,Non-White
2646,3,Non-White
2647,1,White
2648,3,Non-White
2649,2,Non-White
2650,2,Non-White
2651,1,Non-White
2652,3,Non-White
2653,2,Non-White
2654,7,White
2655,3,Non-White
2656,1,Non-White
2657,1,White
2658,3,White
2659,1,Non-White
2660,7,Non-White
2661,2,Non-White
2662,7,White
2663,3,Non-White
2664,2,White
2665,7,White
2666,7,Non-White
2667,2,White
2668,3,White
2669,2,White
2670,2,Non-White
2671,7,White
2672,1,White
2673,2,Non-White
2674,7,White
2675,1,Non-White
2676,2,White
2677,3,White
2678,3,Non-White
2679,1,Non-White
2680,3,Non-White
2681,7,Non-White
2682,2,Non-White
2683,7,White
2684,2,White
2685,3,Non-White
2686,1,White
2687,7,Non-White
2688,1,Non-White
2689,3,White
2690,2,Non-White
2691,7,Non-White
2692,2,Non-White
2693,3,Non-White
2694,2,Non-White
2695,3,White
2696,2,Non-White
2697,7,Non-White
2698,3,Non-White
2699,7,Non-White
2700,7,White
2701,2,White
2702,1,Non-White
2703,2,White
2704,3,White
2705,7,Non-White
2706,2,Non-White
2707,2,Non-White
2708,7,White
2709,7,Non-White
2710,2,Non-White
2711,2,Non-White
2712,2,Non-White
2713,1,Non-White
2714,3,Non-White
2715,7,Non-White
2716,2,Non-White
2717,3,White
2718,1,Non-White
2719,2,White
2720,1,Non-White
2721,3,White
2722,3,Non-White
2723,2,White
2724,1,White
2725,2,Non-White
2726,3,Non-White
2727,1,Non-White
2728,7,Non-White
2729,2,Non-White
2730,3,White
2731,3,Non-White
2732,7,Non-White
2733,2,Non-White
2734,7,Non-White
2735,1,Non-White
2736,1,White
2737,7,Non-White
2738,2,Non-White
2739,2,Non-White
2740,3,White
2741,3,White
2742,7,Non-White
2743,3,White
2744,1,Non-White
2745,2,Non-White
2746,2,White
2747,2,White
2748,2,Non-White
2749,7,White
2750,2,Non-White
2751,3,Non-White
2752,3,White
2753,7,White
2754,1,White
2755,2,Non-White
2756,2,Non-White
2757,7,Non-White
2758,3,Non-White
2759,2,Non-White
2760,2,White
2761,3,Non-White
2762,3,Non-White
2763,2,Non-White
2764,7,Non-White
2765,1,Non-White
2766,2,White
2767,2,White
2768,3,White
2769,2,White
2770,2,White
2771,3,Non-White
2772,1,Non-White
2773,7,White
2774,3,White
2775,3,White
2776,3,White
2777,7,Non-White
2778,5,White
2779,3,Non-White
2780,2,Non-White
2781,3,Non-White
2782,1,Non-White
2783,4,Non-White
2784,3,Non-White
2785,1,Non-White
2786,1,Non-White
2787,7,Non-White
2788,3,Non-White
2789,2,White
2790,2,Non-White
2791,2,White
2792,7,Non-White
2793,7,Non-White
2794,3,Non-White
2795,7,Non-White
2796,1,Non-White
2797,3,Non-White
2798,2,White
2799,3,Non-White
2800,2,Non-White
2801,7,Non-White
2802,1,Non-White
2803,1,Non-White
2804,1,Non-White
2805,2,White
2806,3,Non-White
2807,1,Non-White
2808,1,Non-White
2809,3,White
2810,1,Non-White
2811,3,White
2812,1,White
2813,1,Non-White
2814,1,Non-White
2815,1,Non-White
2816,1,Non-White
2817,2,Non-White
2818,7,White
2819,2,Non-White
2820,1,Non-White
2821,7,Non-White
2822,3,Non-White
2823,2,Non-White
2824,3,White
2825,2,Non-White
2826,3,Non-White
2827,1,Non-White
2828,2,Non-White
2829,2,Non-White
2830,7,Non-White
2831,2,White
2832,7,Non-White
2833,1,Non-White
2834,1,Non-White
2835,2,Non-White
2836,7,Non-White
2837,7,Non-White
2838,3,White
2839,3,Non-White
2840,3,White
2841,1,Non-White
2842,1,White
2843,1,White
2844,7,Non-White
2845,7,White
2846,3,Non-White
2847,2,White
2848,7,Non-White
2849,2,Non-White
2850,3,White
2851,1,Non-White
2852,3,Non-White
2853,1,Non-White
2854,3,Non-White
2855,1,White
2856,2,Non-White
2857,7,White
2858,2,White
2859,7,White
2860,2,Non-White
2861,1,Non-White
2862,7,Non-White
2863,7,White
2864,1,Non-White
2865,1,White
2866,1,Non-White
2867,2,Non-White
2868,1,White
2869,3,Non-White
2870,7,White
2871,2,Non-White
2872,1,White
2873,2,White
2874,3,Non-White
2875,2,Non-White
2876,3,Non-White
2877,7,Non-White
2878,3,Non-White
2879,2,Non-White
2880,3,Non-White
2881,2,Non-White
2882,2,Non-White
2883,2,Non-White
2884,7,Non-White
2885,3,White
2886,7,Non-White
2887,3,White
2888,3,Non-White
2889,7,Non-White
2890,3,Non-White
2891,1,Non-White
2892,7,Non-White
2893,3,Non-White
2894,2,White
2895,3,Non-White
2896,2,Non-White
2897,7,Non-White
2898,2,Non-White
2899,2,White
2900,7,White
2901,1,Non-White
2902,1,Non-White
2903,3,Non-White
2904,1,White
2905,1,Non-White
2906,3,White
2907,3,White
2908,3,White
2909,1,Non-White
2910,1,White
2911,7,Non-White
2912,2,White
2913,1,Non-White
2914,3,Non-White
2915,1,Non-White
2916,3,Non-White
2917,7,White
2918,3,Non-White
2919,2,Non-White
2920,7,Non-White
2921,1,White
2922,2,Non-White
2923,1,Non-White
2924,2,White
2925,2,Non-White
2926,5,Non-White
2927,7,White
2928,2,Non-White
2929,1,Non-White
2930,2,Non-White
2931,1,White
2932,3,White
2933,2,White
2934,7,Non-White
2935,2,White
2936,1,Non-White
2937,3,White
2938,2,Non-White
2939,1,Non-White
2940,3,Non-White
2941,1,White
2942,1,Non-White
2943,1,Non-White
2944,2,White
2945,3,Non-White
2946,7,White
2947,3,White
2948,3,White
2949,3,Non-White
2950,7,Non-White
2951,3,White
2952,3,White
2953,1,White
2954,7,White
2955,1,White
2956,3,White
2957,2,Non-White
2958,1,Non-White
2959,3,White
2960,2,Non-White
2961,1,Non-White
2962,1,White
2963,1,Non-White
2964,2,Non-White
2965,7,White
2966,3,White
2967,3,Non-White
2968,7,White
2969,3,Non-White
2970,2,Non-White
2971,2,Non-White
2972,1,White
2973,2,Non-White
2974,1,Non-White
2975,3,Non-White
2976,7,Non-White
2977,3,White
2978,3,Non-White
2979,7,Non-White
2980,3,White
2981,2,White
2982,7,Non-White
2983,3,White
2984,3,Non-White
2985,7,White
2986,2,White
2987,2,Non-White
2988,3,Non-White
2989,2,Non-White
2990,7,Non-White
2991,3,Non-White
2992,1,White
2993,1,Non-White
2994,3,Non-White
2995,5,Non-White
2996,2,White
2997,7,White
2998,7,Non-White
2999,2,Non-White
3000,2,Non-White
3001,1,White
3002,7,Non-White
3003,3,White
3004,7,White
3005,7,Non-White
3006,2,Non-White
3007,3,Non-White
3008,1,White
3009,7,White
3010,7,Non-White
3011,7,White
3012,2,White
3013,1,Non-White
3014,2,Non-White
3015,7,Non-White
3016,3,Non-White
3017,2,Non-White
3018,3,Non-White
3019,3,White
3020,2,Non-White
3021,2,White
3022,1,Non-White
3023,1,Non-White
3024,7,Non-White
3025,1,Non-White
3026,1,Non-White
3027,7,Non-White
3028,2,Non-White
3029,1,Non-White
3030,7,White
3031,3,Non-White
3032,2,Non-White
3033,7,Non-White
3034,5,White
3035,2,Non-White
3036,2,Non-White
3037,2,White
3038,1,Non-White
3039,1,White
3040,1,White
3041,2,Non-White
3042,3,Non-White
3043,2,White
3044,2,Non-White
3045,1,Non-White
3046,1,Non-White
3047,3,White
3048,7,Non-White
3049,2,Non-White
3050,3,Non-White
3051,2,White
3052,3,White
3053,7,White
3054,3,Non-White
3055,1,Non-White
3056,7,Non-White
3057,2,Non-White
3058,2,Non-White
3059,1,Non-White
3060,3,Non-White
3061,3,White
3062,3,White
3063,7,Non-White
3064,3,Non-White
3065,7,Non-White
3066,1,White
3067,2,Non-White
3068,3,Non-White
3069,2,White
3070,7,White
3071,7,Non-White
3072,7,Non-White
3073,2,White
3074,7,Non-White
3075,7,Non-White
3076,3,Non-White
3077,3,White
3078,2,Non-White
3079,2,Non-White
3080,1,Non-White
3081,1,Non-White
3082,7,White
3083,2,Non-White
3084,3,White
3085,3,Non-White
3086,1,Non-White
3087,1,White
3088,7,White
3089,3,Non-White
3090,1,Non-White
3091,7,Non-White
3092,1,White
3093,2,Non-White
3094,1,White
3095,7,Non-White
3096,2,White
3097,3,Non-White
3098,3,White
3099,2,Non-White
3100,3,Non-White
3101,1,Non-White
3102,3,Non-White
3103,1,White
3104,1,Non-White
3105,2,Non-White
3106,2,Non-White
3107,3,Non-White
3108,1,Non-White
3109,2,Non-White
3110,7,Non-White
3111,1,Non-White
3112,7,Non-White
3113,3,Non-White
3114,2,Non-White
3115,2,White
3116,2,White
3117,1,White
3118,2,White
3119,1,Non-White
3120,7,Non-White
3121,1,White
3122,1,Non-White
3123,3,White
3124,1,White
3125,3,Non-White
3126,2,Non-White
3127,1,White
3128,1,Non-White
3129,7,Non-White
3130,3,Non-White
3131,7,Non-White
3132,1,Non-White
3133,3,Non-White
3134,7,White
3135,3,White
3136,3,White
3137,7,Non-White
3138,1,Non-White
3139,3,White
3140,7,Non-White
3141,2,Non-White
3142,1,Non-White
3143,1,Non-White
3144,7,Non-White
3145,7,Non-White
3146,1,Non-White
3147,2,Non-White
3148,7,Non-White
3149,7,White
3150,7,White
3151,7,Non-White
3152,7,White
3153,2,Non-White
3154,2,Non-White
3155,3,Non-White
3156,3,Non-White
3157,1,White
3158,2,Non-White
3159,3,White
3160,2,Non-White
3161,1,White
3162,3,White
3163,1,Non-White
3164,1,White
3165,7,Non-White
3166,3,White
3167,3,Non-White
3168,7,Non-White
3169,3,Non-White
3170,3,White
3171,1,Non-White
3172,7,Non-White
3173,3,White
3174,7,White
3175,3,White
3176,1,White
3177,2,Non-White
3178,1,White
3179,2,Non-White
3180,3,Non-White
3181,1,Non-White
3182,2,Non-White
3183,1,Non-White
3184,3,Non-White
3185,2,Non-White
3186,3,Non-White
3187,3,White
3188,1,White
3189,2,White
3190,2,Non-White
3191,3,Non-White
3192,2,Non-White
3193,2,Non-White
3194,1,White
3195,2,White
3196,3,White
3197,2,White
3198,2,Non-White
3199,3,White
3200,2,White
3201,1,Non-White
3202,2,White
3203,3,White
3204,3,Non-White
3205,3,White
3206,7,Non-White
3207,1,Non-White
3208,1,Non-White
3209,2,Non-White
3210,1,White
3211,3,Non-White
3212,1,White
3213,7,White
3214,3,Non-White
3215,1,Non-White
3216,2,White
3217,1,White
3218,7,Non-White
3219,3,White
3220,3,White
3221,7,Non-White
3222,1,Non-White
3223,3,Non-White
3224,1,Non-White
3225,2,Non-White
3226,1,Non-White
3227,2,Non-White
3228,2,Non-White
3229,3,Non-White
3230,7,White
3231,2,Non-White
3232,3,Non-White
3233,2,Non-White
3234,2,Non-White
3235,3,Non-White
3236,7,White
3237,3,Non-White
3238,3,Non-White
3239,7,White
3240,7,White
3241,2,Non-White
3242,2,Non-White
3243,3,Non-White
3244,1,Non-White
3245,3,Non-White
3246,3,White
3247,1,Non-White
3248,2,Non-White
3249,1,Non-White
3250,3,Non-White
